Sorted by duration_sec DESC (then size_bytes DESC)
name	duration_hms	duration_sec	size_mb	size_bytes	path	indexed_in_db
Good_Whiskey_Blues_128k.mp3	00:03:14	194.247	2.965	3108916	special/characters/zadoc-allen/Good_Whiskey_Blues_128k.mp3	yes
Benny Carter - Nightfall.mp3	00:03:14	194.064	3.784	3967831	special/characters/michael-mcglen/Benny Carter - Nightfall.mp3	yes
4 LONDON.mp3	00:03:14	194.011	3.245	3402527	special/disaster/city/london/4 LONDON.mp3	yes
1931 HITS ARCHIVE： Minnie The Moocher - Cab Calloway (original version).mp3	00:03:11	191.190	3.275	3434241	special/characters/michael-mcglen/1931 HITS ARCHIVE： Minnie The Moocher - Cab Calloway (original version).mp3	yes
YTDown_YouTube_Memory-of-music-folk-instrument-videos-p_Media_HjlPmKwpeuA_005_128k-[AudioTrimmer.com].mp3	00:03:09	188.735	3.034	3180950	contacts/general/city/space-14/YTDown_YouTube_Memory-of-music-folk-instrument-videos-p_Media_HjlPmKwpeuA_005_128k-[AudioTrimmer.com].mp3	yes
Honey Bunch- Paul Specht Orchestra-1926.mp3	00:03:08	187.847	3.053	3201002	special/characters/jenny-barnes/Honey Bunch- Paul Specht Orchestra-1926.mp3	yes
Epic Dark Battle Music • ＂Where Is Your God Now＂ by @RokNardin.mp3	00:03:07	186.828	4.015	4210112	special/awakening/Epic Dark Battle Music • ＂Where Is Your God Now＂ by @RokNardin.mp3	yes
1 Through the slits in the closet door.mp3	00:03:07	186.567	3.285	3444293	contacts/other-world/past/1/1 Through the slits in the closet door.mp3	yes
Sonny Boy (Remastered).mp3	00:03:06	185.992	3.340	3502750	special/characters/carson-sinclair/Sonny Boy (Remastered).mp3	yes
The Awakening ｜ Epic, Dark, Massive, Building Music.mp3	00:03:06	185.966	3.187	3341766	special/awakening/The Awakening ｜ Epic, Dark, Massive, Building Music.mp3	yes
Norma_De_Guadalajara_Pérez_Prado_Alternativa_Representa_128k.mp3	00:03:03	183.360	2.799	2934572	special/victory/Norma_De_Guadalajara_Pérez_Prado_Alternativa_Representa_128k.mp3	yes
Jimmie Rodgers Mule Skinner Blues (1930).mp3	00:03:03	183.301	1.764	1849305	contacts/general/city/space-6/Jimmie Rodgers Mule Skinner Blues (1930).mp3	yes
Epic Music ｜ Free To Use ｜ ＂No Way Out＂ AKA ＂Against Demons Epic Fight＂ (Prod. Sirius Beat).mp3	00:03:03	183.171	3.252	3409678	special/defeat/Epic Music ｜ Free To Use ｜ ＂No Way Out＂ AKA ＂Against Demons Epic Fight＂ (Prod. Sirius Beat).mp3	yes
C'est Si Bon (It's so Good) - Louis Armstrong (128k).mp3	00:03:03	182.544	2.786	2921670	special/victory/C'est Si Bon (It's so Good) - Louis Armstrong (128k).mp3	yes
Epic Score - Enteral Shadow (Dark Intense Orchestral Music).mp3	00:03:02	182.178	3.494	3663833	special/defeat/Epic Score - Enteral Shadow (Dark Intense Orchestral Music).mp3	yes
Lucienne Boyer - Parlez-Moi D'Amour [1930].mp3	00:03:02	182.073	2.888	3028273	special/characters/carolyn-fern/Lucienne Boyer - Parlez-Moi D'Amour [1930].mp3	yes
Beethoven： Symphony No. 5 ⧸ Karajan · Berliner Philharmoniker.mp3	00:03:00	180.323	4.542	4762206	special/characters/sefina-rousseau/Beethoven： Symphony No. 5 ⧸ Karajan · Berliner Philharmoniker.mp3	yes
Blue Yodel No. 8 by Jimmie Rodgers (1930).mp3	00:03:00	179.775	1.500	1572964	contacts/general/city/space-6/Blue Yodel No. 8 by Jimmie Rodgers (1930).mp3	yes
Scary Dark and Evil Piano and Violin Music - Lucifers Waltz.mp3	00:02:59	178.965	3.033	3180322	special/death-sanity/Scary Dark and Evil Piano and Violin Music - Lucifers Waltz.mp3	yes
16th Century Ottoman Attack March ⧸ 16. yüzyıl Osmanlı Hücum Marşı.mp3	00:02:58	177.502	3.438	3605232	contacts/big-city/istanbul/16th Century Ottoman Attack March ⧸ 16. yüzyıl Osmanlı Hücum Marşı.mp3	yes
13 LEAD INVESTIGATOR.mp3	00:02:57	177.136	3.892	4081161	special/disaster/location/destructive-cyclone/13 LEAD INVESTIGATOR.mp3	yes
Billie Holiday - Summertime (1936).mp3	00:02:57	177.084	2.704	2835342	special/characters/marie-lambeau/Billie Holiday - Summertime (1936).mp3	yes
Memory of music - folk instrument videos (part 6) - kantelar (128k)-[AudioTrimmer.com].mp3	00:02:57	176.980	2.701	2832647	contacts/general/city/space-14/Memory of music - folk instrument videos (part 6) - kantelar (128k)-[AudioTrimmer.com].mp3	yes
Most Sorrowful Music Of All Times： In The Next Life.mp3	00:02:54	174.498	2.979	3123635	contacts/defeated/sanity/Most Sorrowful Music Of All Times： In The Next Life.mp3	yes
Sad Romantic Spanish Guitar Music： SHADES OF GREY by Al Marconi.mp3	00:02:53	173.349	3.231	3388238	contacts/big-city/buenos-aires/Sad Romantic Spanish Guitar Music： SHADES OF GREY by Al Marconi.mp3	yes
Memory of music - folk instrument videos (part 10) - kantelar (128k)-[AudioTrimmer.com].mp3	00:02:51	171.468	2.617	2744457	contacts/general/city/space-14/Memory of music - folk instrument videos (part 10) - kantelar (128k)-[AudioTrimmer.com].mp3	yes
Nocturne in C Minor, Op. Posthume.mp3	00:02:51	170.998	3.175	3329063	special/characters/jacqueline-fine/Nocturne in C Minor, Op. Posthume.mp3	yes
Gene Autry - Way Out West In Texas 1933.mp3	00:02:50	169.953	1.488	1560118	contacts/general/city/space-6/Gene Autry - Way Out West In Texas 1933.mp3	yes
Memento (Main Theme) - David Julyan.mp3	00:02:49	169.378	3.877	4065208	special/characters/darrell-simmons/Memento (Main Theme) - David Julyan.mp3	yes
That's Life!.mp3	00:02:49	169.117	2.706	2837819	special/defeat/That's Life!.mp3	yes
Boswell Sisters, The - If I Had A Million Dollars(1935).mp3	00:02:48	168.072	3.578	3751750	special/characters/preston-fairmont/Boswell Sisters, The - If I Had A Million Dollars(1935).mp3	yes
5 CITY OF THE ELDER --- City of the Elder Things.mp3	00:02:48	167.758	3.444	3611434	contacts/antarctica/city-of-elder-things/5 CITY OF THE ELDER --- City of the Elder Things.mp3	yes
In The Hall Of The Mountain King.mp3	00:02:47	166.949	3.194	3349498	special/characters/mark-harrigan/In The Hall Of The Mountain King.mp3	yes
N. Paganini Caprice no. 5 ｜ Sumina Studer.mp3	00:02:45	165.433	2.756	2889841	special/characters/patrice-hathaway/N. Paganini Caprice no. 5 ｜ Sumina Studer.mp3	yes
DEAD MAN BLUES King Oliver and his Dixie Syncopators 1926.mp3	00:02:45	164.885	2.688	2819034	special/characters/jim-culver/DEAD MAN BLUES King Oliver and his Dixie Syncopators 1926.mp3	yes
Mozart Requiem Bernstein 05. Rex tremendae.mpg.mp3	00:02:45	164.780	2.808	2944523	special/characters/rex-murphy/Mozart Requiem Bernstein 05. Rex tremendae.mpg.mp3	yes
Waiting for a Train.mp3	00:02:44	163.944	2.935	3077979	special/characters/ashcan-pete/Waiting for a Train.mp3	yes
María Bonita - Pérez Prado - Topic (128k).mp3	00:02:44	163.527	2.496	2617396	special/victory/María Bonita - Pérez Prado - Topic (128k).mp3	yes
Honey Pie (Remastered 2009).mp3	00:02:41	161.202	3.691	3870230	special/honey-pie/Honey Pie (Remastered 2009).mp3	yes
Most Emotional Music： ＂A Final Sacrifice＂ — Luke Richards.mp3	00:02:41	161.097	3.548	3720291	special/death-sacrifice/Most Emotional Music： ＂A Final Sacrifice＂ — Luke Richards.mp3	yes
Atonement - Briony ♪.mp3	00:02:35	155.298	3.555	3727288	special/characters/gloria-goldberg/Atonement - Briony ♪.mp3	yes
Memory of music - folk instrument videos (part 11) - kantelar (128k)-[AudioTrimmer.com].mp3	00:02:35	155.011	2.366	2481143	contacts/general/city/space-14/Memory of music - folk instrument videos (part 11) - kantelar (128k)-[AudioTrimmer.com].mp3	yes
Starita Piccadilly Revels Band, Gentlemen Prefer Blues. London 1927.mp3	00:02:33	153.260	2.555	2679114	special/characters/bob-jenkins/Starita Piccadilly Revels Band, Gentlemen Prefer Blues. London 1927.mp3	yes
The Beast (Digitally Remastered 95).mp3	00:02:33	152.973	2.679	2809102	special/characters/tony-morgan/The Beast (Digitally Remastered 95).mp3	yes
Ganimian & His Orientals - Come With Me To The Casbah.mp3	00:02:33	152.973	1.849	1938559	special/characters/becky-bishop/Ganimian & His Orientals - Come With Me To The Casbah.mp3	yes
Australia Ambient - Didgeridoo Improv 1 (Civilization 6 OST).mp3	00:02:32	151.693	3.758	3940870	contacts/big-city/sydney/Australia Ambient - Didgeridoo Improv 1 (Civilization 6 OST).mp3	yes
Antagonist - Epic Dark Hybrid Cinematic Music.mp3	00:02:31	151.458	2.635	2762749	combat/Antagonist - Epic Dark Hybrid Cinematic Music.mp3	yes
Camille Saint-Saëns - Aquarium.mp3	00:02:31	150.816	2.302	2413869	special/characters/agnes-baker/Camille Saint-Saëns - Aquarium.mp3	yes
Gal From Joe's (Hd Remastered Edition).mp3	00:02:29	149.064	2.276	2387032	special/characters/joe-diamond/Gal From Joe's (Hd Remastered Edition).mp3	yes
Mafia Soundtrack - Central Island.mp3	00:02:27	147.487	2.577	2701862	special/characters/skids-otoole/Mafia Soundtrack - Central Island.mp3	yes
Once Upon a Time in America Soundtrack Speakeasy.mp3	00:02:27	147.096	3.367	3530429	special/characters/finn-edwards/Once Upon a Time in America Soundtrack Speakeasy.mp3	yes
Indiana Jones • Main Theme • John Williams.mp3	00:02:26	146.051	2.612	2738473	special/characters/monterey-jack/Indiana Jones • Main Theme • John Williams.mp3	yes
15 EXPEDITION.mp3	00:02:25	144.666	2.675	2804434	special/disaster/location/upheaval/15 EXPEDITION.mp3	yes
7 SHANGHAI.mp3	00:02:22	142.315	2.261	2370319	special/disaster/city/shanghai/7 SHANGHAI.mp3	yes
Endless Storm ⧸ Epic Orchestral Battle Music (CC-BY).mp3	00:02:22	142.211	3.769	3952309	special/awakening/Endless Storm ⧸ Epic Orchestral Battle Music (CC-BY).mp3	yes
5 ROME.mp3	00:02:22	141.767	3.165	3319083	special/disaster/city/rome/5 ROME.mp3	yes
Mark Korven - Stranded - The Lighthouse OST.mp3	00:02:20	140.278	1.811	1899381	special/characters/simon-fishbourne/Mark Korven - Stranded - The Lighthouse OST.mp3	yes
Vivaldi Gloria - Gloria in excelsis Deo.mp3	00:02:19	139.285	3.259	3417705	special/characters/father-mateo/Vivaldi Gloria - Gloria in excelsis Deo.mp3	yes
10 RAILS.mp3	00:02:18	138.397	2.794	2929800	special/disaster/weather/frozen-rails/10 RAILS.mp3	yes
Burnt_Biscuits_Album_Version_Booker_T_&_the_M_G_’s_Topic_128k.mp3	00:02:17	136.934	2.090	2191914	special/victory/Burnt_Biscuits_Album_Version_Booker_T_&_the_M_G_’s_Topic_128k.mp3	yes
6 ISTANBUL.mp3	00:02:17	136.594	2.327	2439731	special/disaster/city/istanbul/6 ISTANBUL.mp3	yes
Epic Slavic Music - Gods Awaken.mp3	00:02:16	136.046	2.536	2659467	special/awakening/Epic Slavic Music - Gods Awaken.mp3	yes
Atis Freivalds - Away ｜ SAD EMOTIONAL MUSIC.mp3	00:02:15	135.079	2.494	2614912	special/death-sanity/Atis Freivalds - Away ｜ SAD EMOTIONAL MUSIC.mp3	yes
Atis Freivalds - Away ｜ SAD EMOTIONAL MUSIC.m4a	00:02:15	135.071	2.048	2147429	contacts/defeated/health/Atis Freivalds - Away ｜ SAD EMOTIONAL MUSIC.m4a	yes
9 SYDNEY.mp3	00:02:15	134.870	2.059	2159224	special/disaster/city/sydney/9 SYDNEY.mp3	yes
2 ARKHAM.mp3	00:02:15	134.504	2.902	3042602	special/disaster/city/arkham/2 ARKHAM.mp3	yes
Carol of the Bells (Original) Lyrics.mp3	00:02:14	133.512	2.694	2824735	special/death-sanity/Carol of the Bells (Original) Lyrics.mp3	yes
Mr. Lucky - Henry Mancini (128k).mp3	00:02:13	133.320	2.035	2133932	special/victory/Mr. Lucky - Henry Mancini (128k).mp3	yes
YTDown_YouTube_Memory-of-music-folk-instrument-videos-p_Media_akf_Y7wAADg_005_128k-[AudioTrimmer.com].mp3	00:02:13	132.728	2.332	2445216	contacts/general/city/space-14/YTDown_YouTube_Memory-of-music-folk-instrument-videos-p_Media_akf_Y7wAADg_005_128k-[AudioTrimmer.com].mp3	yes
Black Betty- Leadbelly.mp3	00:02:09	129.280	2.959	3102857	special/characters/hank-samson/Black Betty- Leadbelly.mp3	yes
＊Pieces of Eden＊ - Satan's Arrival [Evil Epic Music].mp3	00:02:09	129.071	1.971	2067112	special/awakening/＊Pieces of Eden＊ - Satan's Arrival [Evil Epic Music].mp3	yes
Peter Gunn.mp3	00:02:06	126.354	3.101	3251768	special/characters/joe-diamond/Peter Gunn.mp3	yes
1 SAN FRAN.mp3	00:02:05	125.466	2.227	2335338	special/disaster/city/san-francisco/1 SAN FRAN.mp3	yes
Ekseption - Dance Macabre.mp3	00:02:05	124.526	1.970	2065434	special/defeat/Ekseption - Dance Macabre.mp3	yes
Oogway Ascends.mp3	00:02:04	123.533	2.477	2597292	special/characters/lily-chen/Oogway Ascends.mp3	yes
YTDown_YouTube_Memory-of-music-folk-instrument-videos-p_Media_ydL0uL392Ns_005_128k-[AudioTrimmer.com].mp3	00:02:04	123.533	2.158	2263174	contacts/general/city/space-14/YTDown_YouTube_Memory-of-music-folk-instrument-videos-p_Media_ydL0uL392Ns_005_128k-[AudioTrimmer.com].mp3	yes
Mozart： Requiem In D Minor, K.626 - 3. Sequentia： I. Dies irae.mp3	00:02:00	119.876	2.885	3025526	special/characters/zoey-samaras/Mozart： Requiem In D Minor, K.626 - 3. Sequentia： I. Dies irae.mp3	yes
Xavier Cugat - TICO TICO - vegas1a (128k).mp3	00:01:59	118.920	1.815	1903532	special/victory/Xavier Cugat - TICO TICO - vegas1a (128k).mp3	yes
3 BUENOS.mp3	00:01:57	117.290	2.581	2706220	special/disaster/city/buenos-aires/3 BUENOS.mp3	yes
Thomas Bergersen - Hurt.mp3	00:01:43	103.367	1.920	2012930	special/death-health/Thomas Bergersen - Hurt.mp3	yes
The Boys Season 3 Episode 8 (FINALE) Ending Soundtrack - ＂I Can Do Anything ⧸ Finale＂.mp3	00:01:33	92.928	2.300	2411326	special/awakening/The Boys Season 3 Episode 8 (FINALE) Ending Soundtrack - ＂I Can Do Anything ⧸ Finale＂.mp3	yes
Most Epic Dark Choral Music： Death Mask.mp3	00:01:30	90.488	2.809	2945480	special/awakening/Most Epic Dark Choral Music： Death Mask.mp3	yes
16 POLAR VORTEX.mp3	00:01:19	79.282	1.211	1269479	special/disaster/weather/polar-vortex/16 POLAR VORTEX.mp3	yes
Tchaikovsky - The Nutcracker, IV. Russian Dance - Trepak.mp3	00:01:15	75.233	1.482	1553473	special/victory/Tchaikovsky - The Nutcracker, IV. Russian Dance - Trepak.mp3	yes
Spooky! Ominous bells of doom.mp3	00:01:11	71.393	0.767	803873	special/devoured/Spooky! Ominous bells of doom.mp3	yes
test.mp3			0.000	8	action/test.mp3	no
