name,duration_sec,duration_hms,size_bytes,size_mb,path,indexed_in_db
"Boswell Sisters, The - If I Had A Million Dollars(1935).mp3",168.072,00:02:48,3751750,3.578,"special/characters/preston-fairmont/Boswell Sisters, The - If I Had A Million Dollars(1935).mp3",yes
"Atonement - Briony ♪.mp3",155.298,00:02:35,3727288,3.555,"special/characters/gloria-goldberg/Atonement - Briony ♪.mp3",yes
"Most Emotional Music： ＂A Final Sacrifice＂ — Luke Richards.mp3",161.097,00:02:41,3720291,3.548,"special/death-sacrifice/Most Emotional Music： ＂A Final Sacrifice＂ — Luke Richards.mp3",yes
YTDown_YouTube_Memory-of-music-folk-instrument-videos-p_Media_pFx-gJQvu6c_005_128k-[AudioTrimmer.com].mp3,212.349,00:03:32,3676500,3.506,contacts/general/city/space-14/YTDown_YouTube_Memory-of-music-folk-instrument-videos-p_Media_pFx-gJQvu6c_005_128k-[AudioTrimmer.com].mp3,yes
"Epic Score - Enteral Shadow (Dark Intense Orchestral Music).mp3",182.178,00:03:02,3663833,3.494,"special/defeat/Epic Score - Enteral Shadow (Dark Intense Orchestral Music).mp3",yes
"Memory of music - folk instrument videos (part 7) - kantelar (128k)-[AudioTrimmer.com].mp3",228.780,00:03:49,3661460,3.492,"contacts/general/city/space-14/Memory of music - folk instrument videos (part 7) - kantelar (128k)-[AudioTrimmer.com].mp3",yes
"С.С.Прокофьев. ＂Монтекки и Капулетти＂. №1  из Второй орке.mp3",210.651,00:03:31,3627914,3.460,"special/characters/mark-harrigan/С.С.Прокофьев. ＂Монтекки и Капулетти＂. №1  из Второй орке.mp3",yes
"Debussy plays Debussy ｜ Clair de Lune (1913).mp3",230.087,00:03:50,3612250,3.445,"special/characters/luke-robinson/Debussy plays Debussy ｜ Clair de Lune (1913).mp3",yes
"5 CITY OF THE ELDER --- City of the Elder Things.mp3",167.758,00:02:48,3611434,3.444,"contacts/antarctica/city-of-elder-things/5 CITY OF THE ELDER --- City of the Elder Things.mp3",yes
"16th Century Ottoman Attack March ⧸ 16. yüzyıl Osmanlı Hücum Marşı.mp3",177.502,00:02:58,3605232,3.438,"contacts/big-city/istanbul/16th Century Ottoman Attack March ⧸ 16. yüzyıl Osmanlı Hücum Marşı.mp3",yes
"Once Upon a Time in America Soundtrack Speakeasy.mp3",147.096,00:02:27,3530429,3.367,"special/characters/finn-edwards/Once Upon a Time in America Soundtrack Speakeasy.mp3",yes
"Sonny Boy (Remastered).mp3",185.992,00:03:06,3502750,3.340,"special/characters/carson-sinclair/Sonny Boy (Remastered).mp3",yes
"The Ancient Book - Music by Navid Hejazi.mp3",194.795,00:03:15,3477392,3.316,"mythos/The Ancient Book - Music by Navid Hejazi.mp3",yes
"1 Through the slits in the closet door.mp3",186.567,00:03:07,3444293,3.285,"contacts/other-world/past/1/1 Through the slits in the closet door.mp3",yes
"1931 HITS ARCHIVE： Minnie The Moocher - Cab Calloway (original version).mp3",191.190,00:03:11,3434241,3.275,"special/characters/michael-mcglen/1931 HITS ARCHIVE： Minnie The Moocher - Cab Calloway (original version).mp3",yes
"Le_nozze_di_Figaro,_K_492,_Act_4_Scene_14_Gente,_gente,_all'armi.mp3",214.248,00:03:34,3428780,3.270,"special/victory/Le_nozze_di_Figaro,_K_492,_Act_4_Scene_14_Gente,_gente,_all'armi.mp3",yes
"Epic Battle Music： ＂Armageddon＂ — Alibi Music.m4a",211.581,00:03:32,3426114,3.267,"special/awakening/Epic Battle Music： ＂Armageddon＂ — Alibi Music.m4a",yes
"Vivaldi Gloria - Gloria in excelsis Deo.mp3",139.285,00:02:19,3417705,3.259,"special/characters/father-mateo/Vivaldi Gloria - Gloria in excelsis Deo.mp3",yes
"Epic Music ｜ Free To Use ｜ ＂No Way Out＂ AKA ＂Against Demons Epic Fight＂ (Prod. Sirius Beat).mp3",183.171,00:03:03,3409678,3.252,"special/defeat/Epic Music ｜ Free To Use ｜ ＂No Way Out＂ AKA ＂Against Demons Epic Fight＂ (Prod. Sirius Beat).mp3",yes
"4 LONDON.mp3",194.011,00:03:14,3402527,3.245,"special/disaster/city/london/4 LONDON.mp3",yes
"Sad Romantic Spanish Guitar Music： SHADES OF GREY by Al Marconi.mp3",173.349,00:02:53,3388238,3.231,"contacts/big-city/buenos-aires/Sad Romantic Spanish Guitar Music： SHADES OF GREY by Al Marconi.mp3",yes
"Johannes Brahms -- Hungarian Dance No.5 - Hungarian Symphony Orchestra Budapest [ ezmp3.cc ].mp3",210.024,00:03:30,3361364,3.206,"special/characters/norman-withers/Johannes Brahms -- Hungarian Dance No.5 - Hungarian Symphony Orchestra Budapest [ ezmp3.cc ].mp3",yes
"Sonny Boy - Al Jolson (1928).mp3",198.087,00:03:18,3357589,3.202,"special/characters/carson-sinclair/Sonny Boy - Al Jolson (1928).mp3",yes
"In The Hall Of The Mountain King.mp3",166.949,00:02:47,3349498,3.194,"special/characters/mark-harrigan/In The Hall Of The Mountain King.mp3",yes
"The Awakening ｜ Epic, Dark, Massive, Building Music.mp3",185.966,00:03:06,3341766,3.187,"special/awakening/The Awakening ｜ Epic, Dark, Massive, Building Music.mp3",yes
"Nocturne in C Minor, Op. Posthume.mp3",170.998,00:02:51,3329063,3.175,"special/characters/jacqueline-fine/Nocturne in C Minor, Op. Posthume.mp3",yes
"5 ROME.mp3",141.767,00:02:22,3319083,3.165,"special/disaster/city/rome/5 ROME.mp3",yes
"Memory of music - folk instrument videos (part 12) - kantelar (128k)-[AudioTrimmer.com].mp3",207.360,00:03:27,3318733,3.165,"contacts/general/city/space-14/Memory of music - folk instrument videos (part 12) - kantelar (128k)-[AudioTrimmer.com].mp3",yes
"Dead Space soundtrack - The Leviathan.mp3",195.631,00:03:16,3284216,3.132,"combat/Dead Space soundtrack - The Leviathan.mp3",yes
"Peter Gunn.mp3",126.354,00:02:06,3251768,3.101,"special/characters/joe-diamond/Peter Gunn.mp3",yes
"Honey Bunch- Paul Specht Orchestra-1926.mp3",187.847,00:03:08,3201002,3.053,"special/characters/jenny-barnes/Honey Bunch- Paul Specht Orchestra-1926.mp3",yes
"Peggy Lee ＂Why Don't You Do Right＂.mp3",199.288,00:03:19,3189884,3.042,"special/characters/tommy-muldoon/Peggy Lee ＂Why Don't You Do Right＂.mp3",yes
"25. 9m1B Indie's Feats (Raiders of the Lost Ark Complete Score).mp3",198.949,00:03:19,3186890,3.039,"special/characters/leo-anderson/25. 9m1B Indie's Feats (Raiders of the Lost Ark Complete Score).mp3",yes
YTDown_YouTube_Memory-of-music-folk-instrument-videos-p_Media_HjlPmKwpeuA_005_128k-[AudioTrimmer.com].mp3,188.735,00:03:09,3180950,3.034,contacts/general/city/space-14/YTDown_YouTube_Memory-of-music-folk-instrument-videos-p_Media_HjlPmKwpeuA_005_128k-[AudioTrimmer.com].mp3,yes
"Scary Dark and Evil Piano and Violin Music - Lucifers Waltz.mp3",178.965,00:02:59,3180322,3.033,"special/death-sanity/Scary Dark and Evil Piano and Violin Music - Lucifers Waltz.mp3",yes
"Most Sorrowful Music Of All Times： In The Next Life.mp3",174.498,00:02:54,3123635,2.979,"contacts/defeated/sanity/Most Sorrowful Music Of All Times： In The Next Life.mp3",yes
Good_Whiskey_Blues_128k.mp3,194.247,00:03:14,3108916,2.965,special/characters/zadoc-allen/Good_Whiskey_Blues_128k.mp3,yes
"Black Betty- Leadbelly.mp3",129.280,00:02:09,3102857,2.959,"special/characters/hank-samson/Black Betty- Leadbelly.mp3",yes
"Waiting for a Train.mp3",163.944,00:02:44,3077979,2.935,"special/characters/ashcan-pete/Waiting for a Train.mp3",yes
"2 ARKHAM.mp3",134.504,00:02:15,3042602,2.902,"special/disaster/city/arkham/2 ARKHAM.mp3",yes
"Lucienne Boyer - Parlez-Moi D'Amour [1930].mp3",182.073,00:03:02,3028273,2.888,"special/characters/carolyn-fern/Lucienne Boyer - Parlez-Moi D'Amour [1930].mp3",yes
"Mozart： Requiem In D Minor, K.626 - 3. Sequentia： I. Dies irae.mp3",119.876,00:02:00,3025526,2.885,"special/characters/zoey-samaras/Mozart： Requiem In D Minor, K.626 - 3. Sequentia： I. Dies irae.mp3",yes
"Most Epic Dark Choral Music： Death Mask.mp3",90.488,00:01:30,2945480,2.809,"special/awakening/Most Epic Dark Choral Music： Death Mask.mp3",yes
"Mozart Requiem Bernstein 05. Rex tremendae.mpg.mp3",164.780,00:02:45,2944523,2.808,"special/characters/rex-murphy/Mozart Requiem Bernstein 05. Rex tremendae.mpg.mp3",yes
Norma_De_Guadalajara_Pérez_Prado_Alternativa_Representa_128k.mp3,183.360,00:03:03,2934572,2.799,special/victory/Norma_De_Guadalajara_Pérez_Prado_Alternativa_Representa_128k.mp3,yes
"10 RAILS.mp3",138.397,00:02:18,2929800,2.794,"special/disaster/weather/frozen-rails/10 RAILS.mp3",yes
"C'est Si Bon (It's so Good) - Louis Armstrong (128k).mp3",182.544,00:03:03,2921670,2.786,"special/victory/C'est Si Bon (It's so Good) - Louis Armstrong (128k).mp3",yes
"N. Paganini Caprice no. 5 ｜ Sumina Studer.mp3",165.433,00:02:45,2889841,2.756,"special/characters/patrice-hathaway/N. Paganini Caprice no. 5 ｜ Sumina Studer.mp3",yes
"That's Life!.mp3",169.117,00:02:49,2837819,2.706,"special/defeat/That's Life!.mp3",yes
"Billie Holiday - Summertime (1936).mp3",177.084,00:02:57,2835342,2.704,"special/characters/marie-lambeau/Billie Holiday - Summertime (1936).mp3",yes
"Memory of music - folk instrument videos (part 6) - kantelar (128k)-[AudioTrimmer.com].mp3",176.980,00:02:57,2832647,2.701,"contacts/general/city/space-14/Memory of music - folk instrument videos (part 6) - kantelar (128k)-[AudioTrimmer.com].mp3",yes
"Carol of the Bells (Original) Lyrics.mp3",133.512,00:02:14,2824735,2.694,"special/death-sanity/Carol of the Bells (Original) Lyrics.mp3",yes
"DEAD MAN BLUES King Oliver and his Dixie Syncopators 1926.mp3",164.885,00:02:45,2819034,2.688,"special/characters/jim-culver/DEAD MAN BLUES King Oliver and his Dixie Syncopators 1926.mp3",yes
"The Beast (Digitally Remastered 95).mp3",152.973,00:02:33,2809102,2.679,"special/characters/tony-morgan/The Beast (Digitally Remastered 95).mp3",yes
"15 EXPEDITION.mp3",144.666,00:02:25,2804434,2.675,"special/disaster/location/upheaval/15 EXPEDITION.mp3",yes
"Antagonist - Epic Dark Hybrid Cinematic Music.mp3",151.458,00:02:31,2762749,2.635,"combat/Antagonist - Epic Dark Hybrid Cinematic Music.mp3",yes
"Memory of music - folk instrument videos (part 10) - kantelar (128k)-[AudioTrimmer.com].mp3",171.468,00:02:51,2744457,2.617,"contacts/general/city/space-14/Memory of music - folk instrument videos (part 10) - kantelar (128k)-[AudioTrimmer.com].mp3",yes
"Indiana Jones • Main Theme • John Williams.mp3",146.051,00:02:26,2738473,2.612,"special/characters/monterey-jack/Indiana Jones • Main Theme • John Williams.mp3",yes
"3 BUENOS.mp3",117.290,00:01:57,2706220,2.581,"special/disaster/city/buenos-aires/3 BUENOS.mp3",yes
"Mafia Soundtrack - Central Island.mp3",147.487,00:02:27,2701862,2.577,"special/characters/skids-otoole/Mafia Soundtrack - Central Island.mp3",yes
"Starita Piccadilly Revels Band, Gentlemen Prefer Blues. London 1927.mp3",153.260,00:02:33,2679114,2.555,"special/characters/bob-jenkins/Starita Piccadilly Revels Band, Gentlemen Prefer Blues. London 1927.mp3",yes
"Epic Slavic Music - Gods Awaken.mp3",136.046,00:02:16,2659467,2.536,"special/awakening/Epic Slavic Music - Gods Awaken.mp3",yes
"María Bonita - Pérez Prado - Topic (128k).mp3",163.527,00:02:44,2617396,2.496,"special/victory/María Bonita - Pérez Prado - Topic (128k).mp3",yes
"Atis Freivalds - Away ｜ SAD EMOTIONAL MUSIC.mp3",135.079,00:02:15,2614912,2.494,"special/death-sanity/Atis Freivalds - Away ｜ SAD EMOTIONAL MUSIC.mp3",yes
"Oogway Ascends.mp3",123.533,00:02:04,2597292,2.477,"special/characters/lily-chen/Oogway Ascends.mp3",yes
"Memory of music - folk instrument videos (part 11) - kantelar (128k)-[AudioTrimmer.com].mp3",155.011,00:02:35,2481143,2.366,"contacts/general/city/space-14/Memory of music - folk instrument videos (part 11) - kantelar (128k)-[AudioTrimmer.com].mp3",yes
YTDown_YouTube_Memory-of-music-folk-instrument-videos-p_Media_akf_Y7wAADg_005_128k-[AudioTrimmer.com].mp3,132.728,00:02:13,2445216,2.332,contacts/general/city/space-14/YTDown_YouTube_Memory-of-music-folk-instrument-videos-p_Media_akf_Y7wAADg_005_128k-[AudioTrimmer.com].mp3,yes
"6 ISTANBUL.mp3",136.594,00:02:17,2439731,2.327,"special/disaster/city/istanbul/6 ISTANBUL.mp3",yes
"Camille Saint-Saëns - Aquarium.mp3",150.816,00:02:31,2413869,2.302,"special/characters/agnes-baker/Camille Saint-Saëns - Aquarium.mp3",yes
"The Boys Season 3 Episode 8 (FINALE) Ending Soundtrack - ＂I Can Do Anything ⧸ Finale＂.mp3",92.928,00:01:33,2411326,2.300,"special/awakening/The Boys Season 3 Episode 8 (FINALE) Ending Soundtrack - ＂I Can Do Anything ⧸ Finale＂.mp3",yes
"Gal From Joe's (Hd Remastered Edition).mp3",149.064,00:02:29,2387032,2.276,"special/characters/joe-diamond/Gal From Joe's (Hd Remastered Edition).mp3",yes
"7 SHANGHAI.mp3",142.315,00:02:22,2370319,2.261,"special/disaster/city/shanghai/7 SHANGHAI.mp3",yes
"1 SAN FRAN.mp3",125.466,00:02:05,2335338,2.227,"special/disaster/city/san-francisco/1 SAN FRAN.mp3",yes
YTDown_YouTube_Memory-of-music-folk-instrument-videos-p_Media_ydL0uL392Ns_005_128k-[AudioTrimmer.com].mp3,123.533,00:02:04,2263174,2.158,contacts/general/city/space-14/YTDown_YouTube_Memory-of-music-folk-instrument-videos-p_Media_ydL0uL392Ns_005_128k-[AudioTrimmer.com].mp3,yes
Burnt_Biscuits_Album_Version_Booker_T_&_the_M_G_’s_Topic_128k.mp3,136.934,00:02:17,2191914,2.090,special/victory/Burnt_Biscuits_Album_Version_Booker_T_&_the_M_G_’s_Topic_128k.mp3,yes
"9 SYDNEY.mp3",134.870,00:02:15,2159224,2.059,"special/disaster/city/sydney/9 SYDNEY.mp3",yes
"Atis Freivalds - Away ｜ SAD EMOTIONAL MUSIC.m4a",135.071,00:02:15,2147429,2.048,"contacts/defeated/health/Atis Freivalds - Away ｜ SAD EMOTIONAL MUSIC.m4a",yes
"Mr. Lucky - Henry Mancini (128k).mp3",133.320,00:02:13,2133932,2.035,"special/victory/Mr. Lucky - Henry Mancini (128k).mp3",yes
"＊Pieces of Eden＊ - Satan's Arrival [Evil Epic Music].mp3",129.071,00:02:09,2067112,1.971,"special/awakening/＊Pieces of Eden＊ - Satan's Arrival [Evil Epic Music].mp3",yes
"Ekseption - Dance Macabre.mp3",124.526,00:02:05,2065434,1.970,"special/defeat/Ekseption - Dance Macabre.mp3",yes
"Thomas Bergersen - Hurt.mp3",103.367,00:01:43,2012930,1.920,"special/death-health/Thomas Bergersen - Hurt.mp3",yes
"Ganimian & His Orientals - Come With Me To The Casbah.mp3",152.973,00:02:33,1938559,1.849,"special/characters/becky-bishop/Ganimian & His Orientals - Come With Me To The Casbah.mp3",yes
"Xavier Cugat - TICO TICO - vegas1a (128k).mp3",118.920,00:01:59,1903532,1.815,"special/victory/Xavier Cugat - TICO TICO - vegas1a (128k).mp3",yes
"Mark Korven - Stranded - The Lighthouse OST.mp3",140.278,00:02:20,1899381,1.811,"special/characters/simon-fishbourne/Mark Korven - Stranded - The Lighthouse OST.mp3",yes
"Jimmie Rodgers Mule Skinner Blues (1930).mp3",183.301,00:03:03,1849305,1.764,"contacts/general/city/space-6/Jimmie Rodgers Mule Skinner Blues (1930).mp3",yes
"1928 HITS ARCHIVE_ Blue Yodel (T for Texas) - Jimmie Rodgers.mp3",204.043,00:03:24,1748030,1.667,"contacts/general/city/space-6/1928 HITS ARCHIVE_ Blue Yodel (T for Texas) - Jimmie Rodgers.mp3",yes
"Blue Yodel No. 8 by Jimmie Rodgers (1930).mp3",179.775,00:03:00,1572964,1.500,"contacts/general/city/space-6/Blue Yodel No. 8 by Jimmie Rodgers (1930).mp3",yes
"Gene Autry - Way Out West In Texas 1933.mp3",169.953,00:02:50,1560118,1.488,"contacts/general/city/space-6/Gene Autry - Way Out West In Texas 1933.mp3",yes
"Tchaikovsky - The Nutcracker, IV. Russian Dance - Trepak.mp3",75.233,00:01:15,1553473,1.482,"special/victory/Tchaikovsky - The Nutcracker, IV. Russian Dance - Trepak.mp3",yes
"16 POLAR VORTEX.mp3",79.282,00:01:19,1269479,1.211,"special/disaster/weather/polar-vortex/16 POLAR VORTEX.mp3",yes
"Spooky! Ominous bells of doom.mp3",71.393,00:01:11,803873,0.767,"special/devoured/Spooky! Ominous bells of doom.mp3",yes
test.mp3,,,8,0.000,action/test.mp3,no
